communityname,state,pct_urban,med_income,pct_pub_asst,med_fam_income,pct_poverty,pct_not_h_sgrad,pct_coll_grad,pct_unemploy,pct_all_divorc,pers_per_fam,pct_kids2par,pct_work_mom18,pct_kids_born_nevr_marr,pct_immig3,pct_vacant_boarded,own_hous_low_q,own_hous_qrange,rent_low_q,rent_qrange,med_rentpct_hous_inc,pers_emerg_shelt,pers_homeless,police_per_pop,racial_match,pop_density,pct_use_pub_trans,violent_per_pop,non_viol_per_pop
Corsicanacity,TX,0,21238,8.44,26059,21.04,35.92,15.48,8.15,12.16,3.11,59.85,71.12,3.57,0.91,2.94,26300,40800,165,170,26,5,0,NA,NA,1062.7,0.19,681.32,7241.72
Wabashcity,IN,0,25141,6.23,29813,11.79,31.91,10.07,6.72,12.13,3.03,71.32,78.78,1.45,0,0.82,29400,24700,202,91,24.4,14,0,NA,NA,2204.9,0.35,194.19,2330.29
Woostercity,OH,0,27148,7.74,32801,12.69,20.68,23.99,5.93,11.46,2.97,71.98,68.31,2.05,0.66,2.4,51700,44200,221,140,23.6,0,0,NA,NA,1813.5,0.91,185.48,3978.98
LosAngelescity,CA,100,30925,10.68,34364,18.86,33,22.96,8.34,12.26,3.48,59.78,60.83,9.32,7.96,2.93,164100,224300,413,296,30.4,4597,3109,239.31,90.02,7168.1,10.92,2414.77,6756.86
Harrisontown,NJ,100,33969,3.81,37304,11.55,42.64,15.25,7.53,8.63,3.22,74.61,63.1,3.52,7.39,4.96,108200,73400,400,215,24.2,0,0,NA,NA,10587.5,17.27,581.57,5188.82
Swanseatown,MA,65.76,40117,7.85,43162,4.92,26.72,18.71,4.6,6.44,3.26,82.93,75.23,0.99,0.18,8.68,107700,58300,278,253,25.1,0,0,NA,NA,644.9,0.39,197,2074.61
Superiorcity,WI,100,20905,12.76,26552,17.1,22.68,15.93,9.73,12.05,2.98,64.84,67.47,2.57,0.14,9.08,26700,25000,168,134,27.5,13,0,NA,NA,709,1.77,273.7,6766.78
Monroecity,MI,0,29088,13.49,35364,15.39,30.11,14.23,7.38,11.28,3.18,67.56,60.79,4.38,0.62,3.41,49200,35200,259,168,28.8,14,0,NA,NA,2458.4,0.5,NA,4272.31
Madisontownship,OH,69.9,35575,2.79,38189,4.1,22.08,11.41,4.98,10.18,3.23,76.31,72.96,1.54,0.12,1.52,54000,30000,292,131,23.2,0,0,NA,NA,401.2,1,240.92,2078.51
Seasidecity,CA,100,28655,7.86,30218,12.22,22.08,14.69,4.37,10.62,3.44,71.38,64.03,5.13,4.26,2.18,116800,69400,458,223,29.7,21,2,NA,NA,4254.3,3.56,1085.11,3610.84
Grapevinecity,TX,99.89,48901,2.04,54669,4.24,10.57,35.12,3.09,12.29,3.09,82.38,70.31,0.76,0.48,1.49,87500,51800,315,216,22.6,0,0,NA,NA,901.6,0.28,291.69,2860.66
Columbiacity,MO,100,22059,4.87,34598,22.42,12.8,44.98,4.91,8.97,2.93,67.89,74.98,5.69,2.46,2.92,54200,47400,234,144,29,57,3,NA,NA,1504.7,1.29,587.55,5753.71
Lebanoncity,OR,0,20711,10.26,24605,18.76,27.85,9.35,10.38,13.43,3,67.52,68.26,3.62,0.1,1.35,34400,21300,211,130,26.1,0,2,NA,NA,2193.5,0.25,650.49,9215.24
WestChesterborough,PA,100,31262,6.29,39351,17.07,19.48,31.7,5.7,9.33,3,53.04,77.61,8.18,0.46,5.76,88300,64100,389,193,24.7,6,0,NA,NA,9469.3,2.39,465.66,4402.58
Eatontownborough,NJ,100,36864,2.13,42844,5.14,14.77,26.1,4.16,10.45,3.05,81.36,66.99,3.29,1.39,0.77,136900,73200,476,155,25.1,51,1,NA,NA,2251.7,2.34,221.64,5411.19
Parkersburgcity,WV,100,20461,9.42,26550,18.99,30.81,12.8,8.01,13.17,2.89,64.43,63.04,2.6,0.1,3.41,30900,29100,179,120,27.1,4,1,NA,NA,2926.2,0.9,216.8,3824.15
Spokanecity,WA,100,22192,10.99,28778,17.34,16.79,21.03,8.12,15.82,2.94,62.52,65.71,3,0.56,5.54,38700,31900,208,139,28.2,259,56,122.48,96.88,3058.9,4.41,795.08,7383.29
Durangocity,CO,0,22996,4.26,32654,18.78,15.88,31.31,6.45,10.88,2.97,68.41,83.98,2.27,0.75,0.93,65800,35300,284,188,29,64,1,NA,NA,2561.8,1.38,361.75,7653.57
Aberdeencity,WA,0,21762,11.64,28750,18.3,26.57,12.41,10.96,15.23,2.99,64.05,52.28,3.63,0.28,5.02,31200,28700,177,124,27.4,21,0,NA,NA,1510.9,3.12,525.42,8762.92
Sumtercity,SC,100,21221,12.39,24190,20.71,22.13,20.58,5.4,10.37,3.27,63.09,63.05,6.65,0.39,2.74,39700,47700,157,212,25.8,31,3,NA,NA,1780,0.62,1462.29,6068.38
Burrillvilletown,RI,1.86,37156,3.99,41349,5.55,29.43,15.85,6.21,7.39,3.29,83.34,77.78,1.53,0,1.6,104600,54100,254,256,27,0,0,NA,NA,281.9,0.43,89.61,1153
AnnArborcity,MI,100,33344,3.2,50192,16.08,6.08,64.22,3.81,8.09,2.94,75.13,72.82,2.58,3.46,1.1,86200,75500,426,231,30,195,4,155.36,92.57,4085,5.7,NA,4960.52
Derrytown,NH,0,43419,3.1,48156,3.79,13.71,24.97,5.47,10.46,3.2,82.6,75.05,1.01,0.13,4.17,116100,47100,475,191,24.2,0,0,NA,NA,798.4,0.54,227.32,3309.49
Daniacity,FL,100,23269,6.41,26628,20.64,39.4,11.76,8.89,16.77,2.83,42.44,62.39,8.51,1.59,4.41,60600,56700,306,192,28.3,15,1,NA,NA,2442.6,2.28,2649.8,15920.01
Salemcity,OH,0,23684,7.59,29733,13.85,26.28,9.37,5.19,11.74,3.01,73.46,59.83,0.74,0.17,3.09,31000,26000,182,109,24.5,0,0,NA,NA,2570,0.1,46.52,806.39
Greendalevillage,WI,100,44735,2.13,52077,2.32,10.83,29.54,2.38,6.88,3.13,82.14,76.47,0.64,0.13,0,78200,42800,363,188,27.1,0,0,NA,NA,2608.5,3.03,74.62,4782.25
UnionCitycity,NJ,100,25655,13.18,27288,18.18,49.46,10.71,10.87,14.53,3.29,56.12,60.06,8.03,8.05,2.37,108200,81500,339,240,27.5,189,25,284.45,98.28,44229.9,27.8,871.02,4621.91
FosterCitycity,CA,100,60462,2.07,66991,2.95,4.96,46.69,3.4,11.7,3.01,82.17,72.33,0.84,4.24,0.19,329500,164800,784,217,24.4,0,0,NA,NA,7232,3.93,185.69,2386.9
Flintcity,MI,100,20176,23.81,25083,30.58,30.71,10.31,18.29,17.92,3.17,39.1,57.44,12.65,0.04,20.85,25600,18300,236,115,35.1,83,11,223.85,80.08,4015.8,2.43,NA,10343.04
NewBrunswickcity,NJ,100,28289,10.16,32966,21.96,34,23.41,8.85,8.74,3.25,42.94,73.06,12.96,4.14,7.46,95600,61400,407,316,29.9,105,17,298.94,74.3,7709.4,12.35,1501.93,7502.41
Houmacity,LA,100,19397,12.93,23708,26.41,37.41,12.55,8.38,11.92,3.33,60.66,52.3,5.69,0,6.72,37000,37300,148,145,28.6,58,0,NA,NA,2172,0.18,1450.47,3980.07
EastPaloAltocity,CA,100,29206,16.44,31319,17.55,39.39,15.6,10.6,14.87,4.01,50.69,70.88,10.41,6.21,10.3,129200,61000,431,212,30.4,57,64,NA,NA,8883,8.38,2344.56,4180.94
Brentwoodcity,TN,100,70287,1.63,74736,1.39,4.95,54.34,3.1,4.82,3.29,90.37,56.24,0.45,0.68,0.42,140900,101600,507,494,28.2,0,0,NA,NA,544.6,0.45,64.88,2335.71
LeagueCitycity,TX,99.49,45043,1.82,48162,4.92,10.8,32.3,3.09,10.54,3.23,82.29,67.24,0.98,0.47,2.14,56500,35500,357,212,22.1,0,2,NA,NA,566.3,1.2,129.64,3463.15
NewIberiacity,LA,0,18506,14.23,21610,28.67,42.88,9.88,13.03,12.05,3.36,58.17,65.39,7.04,0.24,5.14,31400,36100,123,141,27.2,2,0,NA,NA,3024.3,0.29,345.46,NA
Astontownship,PA,100,44083,4.84,46833,3.15,19.5,20.47,3.4,7.02,3.26,83.13,77.18,0.81,0.05,1.8,101300,53300,394,113,24,0,0,NA,NA,2534.6,1.82,267.33,2008.22
GloucesterCitycity,NJ,100,28998,8.84,35419,9.18,36.6,6.44,5.92,12.07,3.28,63.23,64.06,3.68,0.06,30.03,45100,39600,308,133,30.3,26,0,NA,NA,5549.8,3.17,160.93,3154.17
Shalertownship,PA,100,36972,2.63,41173,2.95,17.7,21.18,3.8,5.69,3.03,86.71,67.81,0.41,0.38,1.81,58400,31600,305,121,21.8,0,0,NA,NA,2653.4,6.1,80.5,1236.48
Arnoldcity,MO,100,34179,2.87,36222,5.38,28.19,9.17,5.69,11.17,3.17,74.84,74.27,0.72,0.04,0.31,54800,21700,305,123,25.2,0,0,NA,NA,1615.9,0.79,399.86,3134.72
Goshentownship,OH,47.15,31617,4.92,32658,8.41,37.21,6.79,5.71,10.01,3.26,78.62,68.66,1.33,0,2.31,49900,26700,238,139,24.1,0,0,NA,NA,355.3,0.78,69,1694.27
Chestercity,PA,100,20864,19.65,24893,25.16,37.84,7.68,12.4,14.44,3.38,34.16,69.12,17.78,0.15,35.34,28200,23800,167,225,29.3,113,1,NA,NA,8345.8,12.81,4877.06,8770.11
UnionCitycity,TN,0,20745,9.65,27195,17.18,35.01,11.45,7.56,11.41,2.96,64.99,69.35,3.79,0,1.64,35000,35400,137,141,24.6,0,0,NA,NA,1158.3,0,919.02,9190.17
Tampacity,FL,100,22772,9.46,27662,19.44,29.37,18.7,6.54,16.66,3.01,51.4,70.03,7.25,0.71,5.31,43000,43800,236,180,27.2,423,140,284.25,94.2,2487.1,3.3,3235.45,12490.6
Dallascity,TX,100,27489,5.77,31925,17.97,26.55,27.12,7.43,15.58,3.24,57.49,67.59,7.28,1.94,12.32,50600,86600,307,162,24.2,1200,293,252.86,77,2838.4,6.68,1744.19,9015.27
Searcycity,AR,0,20859,7.4,27372,17.5,28.18,21.71,5.51,8.35,2.86,73.01,70.43,1.2,0.65,2.11,41300,30400,163,122,28.5,0,0,NA,NA,1076,0.49,76.49,3999.56
Bellinghamcity,WA,100,24714,6.3,33705,16.68,14.77,28.16,4.73,11.97,2.87,68.05,69.73,2.3,1.11,2.38,66600,62400,287,171,29.1,131,13,NA,NA,2287.7,3.14,339.31,17859.42
BullheadCitycity,AZ,0,24814,5.39,28293,12.8,27.56,10.13,6.64,15.61,2.71,63.4,74.27,0.97,0.51,0.35,75500,64200,351,171,29.1,8,0,NA,NA,491.9,1.02,807,7341.18
CulverCitycity,CA,100,42971,4.22,50411,6.68,15.85,35.03,4.13,14.22,2.98,67.27,67.12,3.27,2.94,3.99,262800,123300,566,366,28.5,84,0,NA,NA,7336,4.33,932.05,5891.14
Newbergcity,OR,0,26974,5.79,30683,10.71,20.89,18.81,4.35,11.49,3.16,71.79,68.88,1.06,0.62,1.53,48500,23600,265,135,24.3,18,0,NA,NA,3015.2,0.68,235.04,4378.48
Readingcity,PA,100,22112,11.99,27277,19.41,41.57,8.52,8.63,14.07,3.1,49.62,64.73,8.86,0.77,9.05,27500,25400,217,157,26.7,172,0,201.59,82.44,7732.5,7.29,1195.53,7043.06
Rustoncity,LA,0,17826,7.7,27707,30.26,21.53,33.99,10.69,7.37,3.1,58.82,68.77,8.68,0.88,4.21,40700,43900,185,141,32.5,0,0,NA,NA,1118.3,0.28,1293.95,9116.95
Richmondcity,CA,100,32165,15.69,36657,16.1,23.31,22.15,9.43,16.07,3.22,49.56,67.87,7.61,2.29,9.87,101200,92800,371,274,29.6,186,130,202.52,79.2,2838.8,13.14,3239.2,8497.95
Methuentown,MA,95.02,37701,6.21,44901,7.2,26.02,18.99,7.65,7.94,3.2,74.23,72.38,2.15,0.5,2.02,126000,52800,328,287,26,0,0,NA,NA,1722.8,1.8,364.19,4681.09
Florissantcity,MO,100,36809,3.13,41653,3.29,19.75,16.32,3.5,9.17,3.06,78.25,71.67,1.26,0.17,0.16,59900,14600,358,136,24.3,0,0,NA,NA,4843.5,1.02,179.38,2659.8
WestFargocity,ND,100,29661,3.85,33274,7.44,14.45,14.91,4.1,9.98,3.28,81.08,86.43,1.29,0,1.39,51500,24600,229,118,23.4,0,0,NA,NA,1674.9,0.05,43.37,3259.85
Douglascity,AZ,0,14994,19.94,17147,43.13,51.9,9.47,19.22,10.6,3.66,56.55,52.44,5,5.55,4.11,31300,31800,115,173,29.6,0,0,NA,NA,2616.7,0.17,161.69,6854.13
Selmacity,AL,0,15917,19.72,20385,35.71,39.46,15.59,10.89,13.35,3.3,42.57,61.43,13.18,0.31,2.91,31400,34600,99,137,29.1,28,0,NA,NA,1647.8,0.29,3268.26,NA
Nortoncity,OH,100,34198,4.19,37299,5.4,22.93,14.11,5.33,7.42,3.13,81.48,65.29,0.52,0.23,6.19,52800,33000,242,146,23.4,0,0,NA,NA,552.6,0.27,168.99,2729.19
Missioncity,TX,100,17489,16.45,19304,37.33,47.39,12.19,12.14,7.43,3.8,68.65,54.71,1.85,2.74,2.6,26200,33600,99,172,27.4,0,0,NA,NA,1990.9,0.42,178.75,5709.91
Middletownship,NJ,0,30524,5.91,34292,7.99,30.12,11.83,7.94,10.19,3.11,71.83,74.25,4.4,0.27,3.2,70100,63200,370,190,25.3,27,0,NA,NA,200,1.23,231.48,4027.78
MountLaureltownship,NJ,93.19,50843,1.47,57347,1.99,10.1,37.11,2.55,9.21,3.03,83.56,69.33,0.56,0.43,0.91,115600,74800,584,138,24.4,0,0,NA,NA,1339.6,3.5,103.28,2149.5
Greeleycity,CO,99.71,23462,7.57,30705,19.46,23.42,25.08,5.67,11.09,3.09,68.92,71.54,2.67,0.94,1.79,56200,35300,237,159,27.4,107,0,NA,NA,2057.1,0.67,203.69,6443.62
CostaMesacity,CA,100,40313,4.31,45266,9.17,16.52,27.26,4.17,15,3.08,67.31,70.72,3.12,4.74,0.7,211300,102600,651,270,28.6,225,26,142.54,84.46,5980.4,3.03,448.84,7247.12
LosAlamitoscity,CA,100,45171,2.3,47353,4.38,14.1,29.3,4.24,13.42,3.14,72.9,68.55,2.07,1.04,3.01,237300,134400,670,250,26.4,23,0,NA,NA,2798.7,0.15,356.17,4472.79
SouthOrangeVillagetownship,NJ,100,64338,2.1,78338,3.03,9.98,53.09,3.64,6.55,3.21,82.74,73.48,1.38,1.21,0.32,179400,152400,551,317,28.5,0,0,NA,NA,5529.7,14.68,672.35,7311.8
RedBluffcity,CA,0,19474,20.02,22114,20.41,21.66,10.49,9.88,16.23,3.04,60.99,53.18,3.38,0.85,0.4,49900,24700,224,132,28.4,31,6,NA,NA,1641.4,0,981.2,7182.98
Plainfieldtown,IN,0,34466,3.1,40134,4.59,15.5,18.85,2.43,10.8,2.96,78.71,75.54,0.66,0.21,0,54600,35500,266,166,22.6,0,0,NA,NA,2705.7,0.11,190.21,2675.63
Fredericksburgcity,VA,100,26614,5.7,33353,12.29,26.25,26.07,3.32,12.93,2.91,58.27,74.18,6.71,0.82,3.43,78000,79500,363,160,27.2,13,60,NA,NA,1746.9,2.15,446.77,3471.38
Colleyvillecity,TX,100,77530,1.53,80541,1.25,6.98,45.54,3.12,5.15,3.27,90.88,58.75,0.38,0.78,0.47,129900,153600,370,363,23.6,0,0,NA,NA,937,0.27,31.75,1423.43
Pittsburgcity,CA,100,38532,12.03,41512,10.79,23.51,14.35,7,12.46,3.44,66.23,65.81,5.04,3.58,6.85,106700,59100,409,266,27.1,130,33,NA,NA,4222.7,4.53,868.12,4843.49
MissionViejocity,CA,100,61058,1.79,64690,1.96,6.33,39.1,2.9,8.93,3.2,85.36,65.83,0.63,1.59,0.08,211200,111800,719,282,30.1,0,0,NA,NA,4027.7,0.62,225.56,2945.37
LongBeachcity,CA,100,31938,11.35,36305,16.82,24.49,23.22,6.54,13.78,3.36,60.26,57.56,7.4,4.82,3.39,168700,123900,435,259,30,394,66,147.47,75.18,8287.7,6.3,1631.98,6595.13
Duluthcity,MN,100,23370,9.7,31431,16.57,18.58,22.51,7.22,10.8,2.97,69.45,69.97,2.84,0.21,2.33,34200,30900,203,187,29.4,303,2,147.44,96.69,1220.6,5.85,NA,5198.1
Shelbycity,NC,0,19829,12.54,25315,19.27,38.97,15.76,8.57,14.2,2.96,44.02,72.71,9.56,0.15,4.07,37500,39500,159,140,27.9,17,0,NA,NA,1612.7,0,1419.06,8956.25
Coronacity,CA,100,43555,6.57,46618,8.31,23.88,17.96,5.76,9.9,3.5,76.95,65.63,2.97,3.33,0.23,147300,88300,501,196,27.7,56,9,NA,NA,2579.1,0.73,519.47,6434.96
Beverlycity,MA,100,39603,6.8,48040,6.62,12.89,27.98,5.42,9.33,3.04,72.49,71.13,1.54,0.36,1.52,152500,69300,376,341,27.6,43,0,NA,NA,2388,5.14,87.26,3174.56
CoralSpringscity,FL,100,43428,2.15,49856,5.16,10.81,31.47,3.85,9.68,3.34,81.54,70.12,1.66,1.62,0.47,127700,79800,497,181,27.9,0,1,162.72,95.04,3265,0.78,294.6,4176.5
NorthBranfordtown,CT,79.22,50798,3.17,53253,2.05,15.75,25.25,2.81,6.47,3.22,86.25,66.71,0.5,0.06,1.55,155600,66700,464,366,28.6,0,0,NA,NA,503.3,0.24,53.2,1968.23
Geneseetownship,MI,84.64,30160,11.82,35113,13.77,27.6,5.6,11.36,12.9,3.11,65.5,61.72,3.74,0.02,6.16,35400,27900,255,92,35.1,0,0,NA,NA,791.2,0.51,NA,3470.01
SanBrunocity,CA,100,42019,4.56,48112,4.77,15.96,21.32,4.12,11.65,3.18,74.56,73.77,2.08,3.12,1.86,249300,107800,595,282,27.6,5,0,NA,NA,5846.5,6.3,282.16,4480.21
Valdostacity,GA,0,21864,12.64,27231,23.83,30.5,21.1,7.67,12.97,3.22,52.34,68.02,8.59,0.46,2.32,37600,48100,161,177,26.5,1,0,NA,NA,1451.1,0.04,958.15,6354.87
OklahomaCitycity,OK,98.74,25741,6.57,31587,15.86,21.78,21.57,7.06,15.53,3.06,64.48,70.22,4.42,0.63,11.03,35800,43400,218,145,25.1,1016,234,185.1,83.58,705.8,0.89,1389.87,9710.83
PortLavacacity,TX,0,21946,5.47,28653,20.44,35.51,10.78,9.97,11.21,3.34,68.92,60.33,2.11,1.72,10.63,32900,33300,184,147,29.7,0,0,NA,NA,1642.4,0.24,1240.65,5319.51
Alicecity,TX,0,18962,15.26,21345,28.5,41.74,10.58,9.97,10.33,3.53,69.91,55.17,1.73,0.13,13.78,23200,31600,136,151,24.8,0,0,NA,NA,1631.1,0.24,674.67,6809.31
Sterlingcity,CO,0,20189,7.1,24650,16.91,22.38,13.15,4.52,11.07,2.99,73.72,68.06,1.85,0.42,4.01,28700,28100,155,142,23.5,0,0,NA,NA,1853,0.4,161.02,4328.47
Coronadocity,CA,100,47790,4.04,58074,4.07,5.88,39.25,1.71,9.8,2.79,80.06,70.42,0.49,1.79,0.17,337500,162501,581,420,27.9,0,0,NA,NA,3324.1,6.26,332.73,4193.25
Bremertoncity,WA,99.52,22610,11.14,26423,18.1,17.96,12.65,7.4,14.75,2.99,66.99,56.53,2.88,0.55,4.1,50900,31800,246,147,24.7,30,4,NA,NA,1851.6,7.79,620.71,4840.17
RapidCitycity,SD,100,25740,6.79,31056,13.65,15.07,23.35,5.21,11.54,3.06,70.31,74.86,2.62,0.45,1.09,43200,30500,233,193,26.6,148,4,NA,NA,1489.4,0.46,442.93,NA
LaPalmacity,CA,100,54364,3.2,56959,5.89,11.15,31.52,2.5,8.12,3.41,79.48,69.33,0.88,4.16,0,255600,104900,672,209,27.5,0,1,NA,NA,8169.9,0.67,372.95,4090
Glenviewvillage,IL,100,59020,1.89,67412,1.71,7.79,46.21,2.42,6.45,3.16,89.92,61.18,0.48,1.31,0.48,172300,168000,501,408,24.2,0,0,NA,NA,2996.2,9.71,NA,2405.2
Dinubacity,CA,0,22032,23.93,24974,22.58,50.72,8.98,14.95,8.21,3.69,67.29,58.49,3.93,3.87,2.91,53400,33100,216,153,30,0,0,NA,NA,4583.8,0,587.33,4977.61
TempleTerracecity,FL,100,37156,1.72,41982,6.67,7.82,39.7,2.92,11.42,2.93,74.49,76.44,1.34,1.32,0,70900,77500,396,121,26.5,0,0,NA,NA,3209.2,0.84,210.79,3812.33
Bendcity,OR,0,25787,5.1,30776,13.15,14.69,23.02,4.24,15.17,2.92,69.46,75.54,1.86,0.19,1.46,53100,38900,286,154,26.7,100,6,NA,NA,1470.9,0.4,500.47,9463.84
Bernardstownship,NJ,90.8,70000,1.51,80572,1.52,6.81,54.86,2.86,7.89,3.02,90.17,59.82,0.27,0.8,0.64,218600,169700,376,625,25.1,0,0,NA,NA,691.9,5.87,75.72,1216.94
Pocatellocity,ID,100,24955,5.4,31089,15.34,16.93,22.16,6.09,11.55,3.23,78.33,71.71,1.23,0.4,3.47,38700,30300,174,123,24.5,19,0,NA,NA,1610.3,3.05,345.45,4100.26
Clearlakecity,CA,0,16600,22.96,20998,22.15,38.79,5.26,12.8,17.75,2.8,50.72,55.79,2.34,0.05,1.31,51000,43600,251,143,34,6,25,NA,NA,1101.9,0.57,1687.02,8763.36
Gulfportcity,MS,100,21174,9.1,25387,20.32,25.24,18.29,7.69,16.27,3.06,55.52,67.68,5.55,0.19,3.24,37300,37900,204,140,25.9,68,1,NA,NA,1740.1,0.2,394.74,4197.55
Fremontcity,OH,0,25385,9.69,30516,14.66,26.83,10.41,10.08,13.26,3.19,63.43,70.3,3.22,0.07,1.99,38500,23000,198,130,24,8,0,NA,NA,2753.9,0.53,340.43,5221.83
Midlandcity,MI,0,39087,5.61,49387,9.26,11.52,42.21,4.97,8.53,3.02,82.29,64.04,1.01,1.15,1.11,51700,59900,284,167,25.2,17,0,NA,NA,1341.7,0.29,NA,2747.06
Laurelcity,MS,0,16997,15.06,20873,30.18,36.81,18.14,9.03,13.13,3.19,46.84,62.6,9.97,0.12,4.58,28200,36600,103,147,27.4,5,0,NA,NA,1180.5,0,NA,8890.59
MountVernoncity,NY,100,34850,9.57,41120,11.8,29.22,20.41,7.41,11.96,3.25,50.89,70.55,9.55,2.96,5.39,168200,122800,354,272,24.5,112,0,NA,NA,14786.2,25.7,1446.56,5381.64
Raytowncity,MO,100,32002,3.48,37794,4.78,15.17,18.13,3.91,11.53,2.86,74.31,77.84,1.26,0.06,0.39,51700,26800,289,133,23.1,0,0,NA,NA,2981.4,0.96,271.52,3533.11
Natchitochescity,LA,0,14509,17.48,16407,39.79,32.7,22.05,14.52,11.04,3.31,42.01,70.61,12.57,0.11,5.95,33400,36800,118,157,35.1,0,0,NA,NA,1585.4,0,788.52,6474.18
Lebanoncity,OH,0,27095,5.12,31528,8.65,25,16.09,1.93,13.33,3.04,73.3,69.82,0.94,0,0,57200,35900,272,115,23.5,0,0,NA,NA,1087.9,0.14,393.26,4719.16
Pariscity,TX,0,18743,12.11,23486,25.43,34.74,14.37,8.5,13.34,3.03,58.47,69.1,4.92,0.47,11.19,22900,35300,175,150,29.8,7,0,NA,NA,876.6,0,1783.14,9719.33
Hawthorneborough,NJ,100,43109,1.6,49551,3.42,22.97,22.52,3.95,7.51,3.03,82.79,60,0.41,0.8,1.34,165200,71500,546,232,26.6,0,0,NA,NA,4854.5,3.69,77.05,2140.89
DeSotocity,TX,100,45550,2.48,50913,3.98,12,29.36,4.11,10.56,3.17,79.11,80.39,1.81,0.16,0.22,79800,44100,360,174,23.5,0,0,NA,NA,1365.5,0.78,275.58,4729.9
SunPrairiecity,WI,0,35301,3.28,40271,3.13,16.07,20.89,2.75,9.73,3.17,78.09,82.13,1.94,0.09,1.77,63300,27800,363,128,23.6,0,0,NA,NA,2105.1,0.24,74.08,4348.07
Hendersonvillecity,TN,100,38068,2.04,41985,4.49,16.66,21.1,3.69,10.34,3.13,80.04,73.84,0.85,0.38,0.87,68400,50500,341,145,25.3,0,0,NA,NA,1407.8,1.08,400.56,2510.89
BoyntonBeachcity,FL,100,28824,4.35,34186,9.59,26.93,16.36,5.26,10.86,2.75,58.86,74.07,4.87,1.78,1.43,62900,40800,427,198,28.1,16,12,NA,NA,2945.3,1.04,1357.38,7225.26
Raritantownship,NJ,0,61524,1.45,66461,2.31,10.04,42.03,2.46,7.12,3.15,90.57,64.99,0.73,1.08,0.57,152800,125800,529,375,24.4,19,0,NA,NA,398.2,1.55,56.31,2239.74
TraverseCitycity,MI,0,27373,4.71,34413,8.7,15.93,28.71,4.19,12.44,2.95,73.84,74.61,1.42,0.06,3.12,49900,36900,287,178,27.1,71,0,NA,NA,1838.9,0.83,NA,4853.32
Rockwallcity,TX,100,44130,1.88,51424,7.64,13.65,36.96,4.58,9.47,3.06,81.14,64,0.77,0.04,1.28,79600,75600,334,260,24.5,0,0,NA,NA,690.4,0.56,394.21,3168
Meridiancity,MS,0,18004,12.46,23245,27.76,31.39,15.85,9.45,14.29,3.11,48.53,70.59,9.15,0.06,4.71,31600,35600,124,171,26.5,29,24,NA,NA,1111.6,0.52,445.94,4287.54
NewPortRicheycity,FL,100,18514,5.54,22576,14.61,32.74,8.24,5.97,13.98,2.65,62.76,71.15,1.71,0.14,0.74,40300,25800,271,79,29.5,3,9,NA,NA,3224.1,0,522.13,6363.4
LowerAllentownship,PA,93.23,37461,2.88,44456,3.65,16.98,24,2.17,10.35,2.82,78.14,72.48,0.95,0.39,0.78,68800,39400,326,203,23.7,0,0,NA,NA,1431.1,1.1,96.69,2604.1
Willingborotownship,NJ,100,47121,4.48,48756,4.47,15.27,19.78,5.61,9.98,3.5,66.38,81.17,4.06,0.31,7.81,82700,34000,595,218,28.8,0,0,NA,NA,4547.1,4.94,293.41,3459.04
RidgefieldParkvillage,NJ,100,42464,4.92,50134,5.1,21.54,21.32,4.59,8.07,3.14,78.46,66.99,2.15,1.69,1.89,150100,47000,508,241,27.1,0,0,NA,NA,6943.6,12.87,71.54,1438.79
Emmetttownship,MI,67.6,30200,10.29,34723,11.94,24.27,10.88,8.18,13,3.01,74.77,70.66,1.57,0.6,2.09,31700,40400,256,139,26.4,0,0,NA,NA,322.2,0,NA,5453.07
Hinghamtown,MA,95.18,60274,3.98,66386,2.64,5.83,48.2,5.9,6.27,3.26,86.72,63.48,0.5,0.17,1.63,186400,139900,428,446,26.1,27,0,NA,NA,851.4,9.33,37.95,2334.19
ElDoradocity,AR,0,19205,10.45,24357,24.83,32.44,16.25,7.53,12.73,3.05,55.34,68.27,6.64,0.09,3.6,28600,35100,135,140,28.1,0,0,NA,NA,1429.8,0.2,516.96,6273.78
Westbrookcity,ME,100,29833,6.53,35436,9.67,21.1,13.37,4.97,11.7,2.99,70.01,78.16,1.69,0.16,2.61,85700,41200,332,207,26.8,0,0,NA,NA,922.6,2.09,82.54,4387.58
Newburghcity,NY,100,22224,13.06,25894,26.23,42.12,11.45,11.79,13.73,3.45,43.56,62.73,17.03,3.44,14.89,81200,44700,347,194,33.2,160,9,NA,NA,6681,3.99,1555.07,5214.75
Butlertownship,PA,0,31503,5.42,37683,7.56,20.07,18.13,5.17,7.62,3,81.96,62.39,0.73,0,4.76,46400,35100,225,154,23.9,0,0,NA,NA,788.6,0.26,52.95,1879.8
Lindencity,NJ,100,35911,6.09,42634,5.63,31.78,12.16,6.69,9.33,3.09,69.1,68.58,3.99,1.51,1.09,126500,49300,411,226,25.1,0,0,337.39,78.37,3278.7,5.81,530.57,4674.45
Kalamazoocity,MI,100,23207,13.37,29869,26.23,20.41,29.79,9.17,12.06,3.03,53.51,66.93,9.05,1.32,5.77,32400,40400,273,174,30.1,192,0,292.33,94.78,3153.6,2.49,NA,7203.5
ForestParkcity,GA,100,25982,5.83,29470,11.95,35.51,7.38,6.32,15.97,3.09,59.6,71.27,3.64,0.45,0.73,45500,18500,333,99,28.6,0,0,NA,NA,1900.8,2.33,1358.47,10029.92
